Index,problem,answer,gemini-1.5,yi-lightning,glm-4-plus,doubao-pro
2084,"Who was the first African American woman to patent a web-based EEO software (Nalikah, formerly known as LinkLine)?",Janet Emerson Bashen,0,0,0,0
2085,What is the first and last name of the Deputy Speaker of the 10th Parliament of Uganda?, Jacob Oulanyah,0,0,0,1
2086,In what year did John Lennon and Yoko Ono donate their psychedelic Rolls-Royce to the Cooper Hewitt Museum?,1977,0,0,0,0
2087,How many children did Leonard P. Zakim have?,Three,0,1,0,1
2088,Where did Mohinder Amarnath score his first Test century?,Perth at the WACA,0,0,1,0
2089,What was the name of the director who took over from Barbara Gelpi in 2004 as the director of the Clayman Institute for Gender Research?,Londa Schiebinger,0,0,0,0
2090,In what year was the Cunningham Dance Foundation established to support the Merce Cunningham Dance Company?,1964,0,0,1,0
2091,Where was Agostina Pietrantoni born?,Pozzaglia Sabina,0,1,0,0
2092,"On what day, month, and year was Kliment Yefremovich Voroshilov approved as Chairman of the Presidium of the Supreme Soviet?",15-Mar-53,1,1,1,0
2093,"On what date (day/month/year) was Fazal Ilahi Chaudhry, former Speaker of the National Assembly of Pakistan, elected as the Speaker of the Provincial Assembly of West Pakistan?",20-May-56,0,0,0,0
2094,"In which year did Arshad Sauleh (an artist and a radio broadcaster of Srinagar, Kashmir) win the Merit Award from the State Academy of Art, Culture, and Language Srinagar?",2011,0,0,0,0
2095,How many times has the Pakistan People's Party emerged as the leading opposition party in Pakistan on a national level until 2022?, four,0,1,0,0
2096,"From whom did Kip Fulbeck, the Professor of Art at UC Santa Barbara, receive his black belt in Shotokan karate?",Steve Ubl,0,0,0,0
2097,"What was the date, month, and year when the German Defence Minister Peter Struck announced further major changes to the German armed forces? A major part of this announcement was the plan to cut the German fighter fleet from 426 in early 2004 to 265 by 2015.",13-Jan-04,0,0,0,0
2098,How many inductees did the American Classical Hall of Fame have in 2008?,Six.,0,0,1,0
2099,Who was convicted in 2019 of espionage by Iranian authorities in a closed-door trial in Iran?,Niloufar Bayan,0,0,0,0
2100,"What day, month, and year did Barry ""Jock"" Zonfrillo, the chef, die?",30-Apr-23,0,1,0,0
2101,How many natural lakes does Puerto Rico have?,none,1,0,0,0
2102,"Who laid the foundation of Woodland House School in Srinagar, India?",Mrs. Rup SP Singh,0,0,0,0
2103,In which year was Dr. Abu Baker Asvat awarded the Order of Luthuli in Silver by President Cyril Ramaphosa?,2021,0,1,0,0
2104,"What month and year was Greek artist Kristof's album ""Psychagogia"" released?",22-Feb,0,0,1,0
2105,What was the name of the perpetrator who slashed Park Geun-hye's face?,Ji Chung-ho,0,0,0,0
2106,To whom was Ida Adamoff married?,Claude Bourdet,0,0,1,0
2107,What was the name of the winner of the 1991 Scandinavian Masters golf tournament?,Colin Montgomerie,0,0,0,0
2108,In what year was the beetle species Glipa alboscutellata described?,1934,0,0,0,0
2109,"On which date, month, and year did the BBC publish an apology on their website for previously publishing inaccurate statements about Tunisian politician Rached Ghannouchi six months earlier on 21 November 2012?",17-May-13,1,1,1,0
2110,What is the first name and surname of the female runner who came third in the Ultra Old Mutual Two Oceans Marathon in 2019?,Irvette Van Zyl,0,0,0,0
2111,What was the name of Salvador Dalí's uncle who owned a bookshop in Barcelona?,Anselm Domènech,0,1,0,0
2112,Who created the scarf that Isadora Duncan was wearing when she died in a car accident?,Roman Chatov.,0,0,1,0
2113,What actor did Burt Reynolds replace on Gunsmoke?,Dennis Weaver,0,0,1,1
2114,Which architect designed and built the Stebel House in Los Angeles in 1961?,Harry Gesner.,0,0,1,0
2115,"The main ingredients of Braulio liquor are medicinal herbs, fruits, roots, and berries that originally were collected on the slopes of what valley?",Braulio Valley,0,1,0,0
2116,From which university did geographer Wilbur Zelinsky receive his master's degree?,"University of Wisconsin, Madison",0,0,1,1
2117,"What was the date, month, and year when the Air Force Space Command allayed fears of GPS failure, saying, ""There's only a small risk we will not continue to exceed our performance standard""?",21-May-09,0,0,0,0
2118,"As of 31 March 2017, how many post offices does the Indian Postal Service have?","154,965",0,0,0,0
2119,In what year did artist Doris Lusk create a painting of the Tuai Power Station?,1948,0,1,0,0
2120,What was the score of the second football game ever played between Virginia Tech and Alabama in points?,Virginia Tech 0 - 27 Alabama,0,0,1,1
2121,How many more votes did Freeman Freeman-Thomas win than George Sandys in the 1906 Bodmin by-election?,"1,093",0,0,1,0
2122,"Which breed of pigs was featured on Maine's 2018 Common Ground Country Fair poster, painted by Arika von Edler?",kunekune,0,0,0,0
2123,In which year did the United States Defense Health Agency first approve payment for sex reassignment surgery for an active-duty U.S. military service member?,2017,0,0,0,0
2124,"Which family does Sabella spallanzanii, a species of marine polychaete worms, belong to?",Sabellidae,1,1,1,1
2125,Who was the 1992 recipient of the D. B. Hardeman Prize?,Barbara Sinclair,0,0,0,0
2126,"To whom was Berta Singerman, the actress, married?",Rubén Enrique Stolek,0,0,0,0
2127,What year was an act passed by Congress that allowed Puerto Ricans to elect their own governor?,1947,0,1,0,1
2128,"Provide the day, month, and year Foxtel and Microsoft announced a new way of receiving Foxtel through Xbox 360's online service Xbox LIVE.","20 May, 2010",0,0,0,0
2129,What is the name of the sole survivor of the 2008 Yeti Airlines Flight 103 crash?,Surendra Kunwar,0,0,0,0
2130,"During which year did Gerhard Richter have a solo exhibition named ""Gerhard Richter 4900 Colours: Version II""?",2008,0,1,0,1
2131,Who created Ida Mntwana's bronze statue?,Sarah Lovejoy,0,0,0,0
2132,"What was the title of the opening theme song for the radio program ""The American Album of Familiar Music""?","""Dream Serenade""",0,0,0,0
2133,"Comedian Phyllis Diller was crowned with what title by ""Field and Stream"" magazine in 1973?",Miss Fun Fishing,0,0,0,0
2134,Which is the first state in India to operationalize an ABDM microsite under the 100 Microsites Project by the National Health Authority?, Mizoram,0,0,0,0
2135,What is the forest cover area of Delhi in square kilometers according to the India State of Forest Report 2019?,195.44,0,1,0,1
2136,Name the enzyme that has an enzyme commission number of 3.1.4.2.,Glycerophosphocholine phosphodiesterase,0,0,1,0
2137,"In which year did Ratan Parimoo (an Indian art historian from Kashmir) win the Gaurav Puraskar, Gujarat State Lalit Kala Akademi?",2000,0,0,0,0
2138,"How many control participants were used in the research paper ""Grey matter atrophy in cognitively impaired Parkinson’s disease,"" published in the February 2012 edition of the Journal of Neurology, Neurosurgery, and Psychiatry?",34,0,0,0,0
2139,What kind of factory did Anselm Kiefer transform into a studio in 1992?,Silk factory.,0,1,0,1
2140,Who was the first recipient of the Nebula Award for Best Game Writing?,Charlie Brooker,1,0,0,0
2141,What did Robert Southey state was the singular diagnosis for Horatio Lord Nelson's illness and subsequent evacuation during the San Juan expedition in 1780?,Dysentery,0,0,1,0
2142,"After Madie Hall Xuma arrived in South Africa, what was the name of the musical she produced?",The Green Pastures,1,0,0,0
2143,What was the affiliated institute of the winner of the Turing Award in 1968?,Bell Labs,1,1,0,1
2144,"Which mathematician, affiliated with Princeton University at the time, received the Fields Medal in 2022?",June Huh,1,1,0,0
2145,In which month and year was Durga Prasad Dhar (an Indian politician) appointed as the Union Minister for Planning?," July, 1972",0,0,0,0
2146,"What was the name and surname of the judge in the 'Miss World' pageant of 1958, who was a photojournalist and editor?",Charles Jacobs,0,0,0,0
2147,"On what day, month, and year was Miguel Gerardo Velázquez Olivares, a Mexican professional footballer, born?",2-Jul-90,0,0,0,0
2148,In what year was Glipodes bordoni described by Franciscolo?,1990,0,0,0,0
2149,Who was the first recipient of the IEEE Computer Society Charles Babbage Award?,Irving S. Reed,0,0,0,0
2150,In which year did a mouse eradication program first commence on the volcanic island called Gough Island in the South Atlantic Ocean?,2021,0,1,0,1
2151,"In 2011, during the Hands Across Hawthorne rally, which followed Brad Forkner's speech and Basic Rights Oregon's call for volunteers for the Queer Patrol, which Beatles song did the crowd sing?","""I Want to Hold Your Hand""",0,0,0,0
2152,In what year did the Costume Institute become a curatorial department?,1959,0,0,0,0
2153,On what date did the last total lunar eclipse for three years occur?,8-Nov-22,0,0,1,0
2154,What is the NASA Space Science Data Coordinated Archive (NSSDCA) ID of the spacecraft Bion 9?,1989-075A,0,0,0,0
2155,What was Emma Albani’s role in “Les Huguenots�?in 1891 at the Metropolitan Opera in New York?,Valentine,1,0,0,1
2156,What promotional single did Milet release in 2021?,"""Ordinary Days""",0,1,0,0
2157,"On what month, day, and year was Mammoth Cave National Park first designated as an International Dark Sky Park?","October 28, 2021.",0,0,0,0
2158,In which month of 1994 was the FSW-2 spacecraft launched?,July,1,0,0,0
2159,"On what month, day, and year did Emil Oberhoffer conduct the first performance by the LA Philharmonic of Maurice Ravel's ""Alborada del Gracioso""?",8-Jul-26,0,0,0,0
2160,"What are the name and surname of the man whom Rosa Bloch-Bollag, an activist and member of the Swiss Socialist Party, married?",Siegfried Bollag,1,0,0,0
2161,In which year did Limpho Hani resign from her seat in the Lower House of the new South African Parliament?,1999,0,0,0,0
2162,"In what year was Henry Petty, 1st Earl of Shelburne, elected to the Irish House of Commons for Midleton?",1692,0,0,0,0
2163,In what year was the praying mantis species Eremiaphila cycloptera described by Uvarov?,1939,1,0,0,0
2164,"Who played Sarah Robinson in ""Felicity"" Season 4, Episode 4?",Monica,1,0,0,0
2165,From which year to which year did the Albanian politician Ibrahim Rugova study at the University of Paris?,From 1976 to 1977,0,1,0,0
2166,"On which album does the Relient K song ""May the Horse Be with You"" appear?","""The Anatomy of the Tongue in Cheek""",0,0,0,0
2167,"What year was the municipality of Apartadó, Antioquia, Colombia, founded?",1907,0,0,0,0
2168,Who (full name) served as Hollins College's president from 1901 to 1933?,Martha Louisa Cocke a.k.a Miss Matty Cocke,0,0,0,0
2169,"What Toronto doctoral student coauthored ""Note on Symmetric Algebras (1938)"" with Tadashi Nakayama?",Cecil J Nesbitt,0,0,0,0
2170,"What month and year did the New Brighton Pier in Christchurch, New Zealand, reopen following earthquake repairs in 2017?",18-May,0,0,0,0
2171,"What year was the municipality of Amagá, Antioquia, Colombia, founded?",1788,0,0,0,0
2172,"On what day, month, and year was St. Jude's Church, Birmingham consecrated?",26 July 1851,0,0,0,0
2173,Who does Omni-Man kill in front of Invincible during their fight in Season 1 to prove to him that people's lives are meaningless?,A pilot,0,0,1,0
2174,At what baseball field did the Bluff City Bombers of the Central Illinois Collegiate League play their home games from 1998 to 2004?,Lloyd Hopkins Field,0,0,0,0
2175,"On what month, day, and year was Debbie Allen honored for her contributions to dance and presented with a Lifetime Achievement Award by Nia Peeples at The Carnival: Choreographer's Ball 10th anniversary show?",4-Feb-09,0,0,0,0
2176,"What were the day, month, and year when President Bush and Congress agreed on the joint resolution authorizing the Iraq War?",2-Oct-02,1,0,0,0
2177,"What was the name of the father of two-time Vice Chancellor of the University of Kashmir, Talat Ahmad?",Moinuddin Ahmad.,0,0,0,0
2178,"On what day, month, and year was the actor and singer Corbin Bleu's portrait added to the Broadway Wall of Fame at Tony's Di Napoli restaurant in New York?",16-Mar-10,0,0,0,0
2179,What is the total area of Chitwan National Park in square kilometers?,952.63 km2,0,1,1,0
2180,In what theater in Brazil did Louis Moreau Gottschalk collapse from yellow fever during his performance?,Teatro Lyrico Fluminense,1,1,0,0
2181,What is the name of the place of birth of Hannes Fink?,"Bolzano, Italy",0,0,0,0
2182,"In which year did President Donald Trump promise to return humans to the Moon and eventually Mars, and increase the NASA budget by $1.1 billion?",2017,1,0,0,1
2183,Sir Isaac Julien's installation piece 'Radioactive' is from what year?,2004,0,0,0,0
2184,"What was the title of Sibel Adalı's 1996 dissertation, supervised by V. S. Subrahmanian?",Query Processing in Heterogeneous Mediated Systems,0,0,0,0
